# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	4994	5968	-					tadA		B5P37_RS00050	975		old_locus_tag=B5P37_00050
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	4994	5968	-	WP_085235903.1	WP_085235903.1		Flp pilus assembly complex ATPase component TadA	tadA		B5P37_RS00050	975	324	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	6036	6665	-							B5P37_RS00055	630		old_locus_tag=B5P37_00055
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	6036	6665	-	WP_085235905.1	WP_085235905.1		MBL fold metallo-hydrolase			B5P37_RS00055	630	209	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	6678	6989	-							B5P37_RS00060	312		old_locus_tag=B5P37_00060
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	6678	6989	-	WP_085235908.1	WP_085235908.1		MTH1187 family thiamine-binding protein			B5P37_RS00060	312	103	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	6990	7976	-							B5P37_RS00065	987		old_locus_tag=B5P37_00065
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	6990	7976	-	WP_085235910.1	WP_085235910.1		ROK family glucokinase			B5P37_RS00065	987	328	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	7973	8176	-							B5P37_RS00070	204		old_locus_tag=B5P37_00070
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	7973	8176	-	WP_085235912.1	WP_085235912.1		DUF910 family protein			B5P37_RS00070	204	67	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	8178	9617	-							B5P37_RS00075	1440		old_locus_tag=B5P37_00075
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	8178	9617	-	WP_085235914.1	WP_085235914.1		rhomboid family intramembrane serine protease			B5P37_RS00075	1440	479	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	9604	10173	-							B5P37_RS00080	570		old_locus_tag=B5P37_00080
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	9604	10173	-	WP_085235916.1	WP_085235916.1		5-formyltetrahydrofolate cyclo-ligase			B5P37_RS00080	570	189	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	10377	11027	-					phoU		B5P37_RS00085	651		old_locus_tag=B5P37_00085
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	10377	11027	-	WP_085235918.1	WP_085235918.1		phosphate signaling complex protein PhoU	phoU		B5P37_RS00085	651	216	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	11029	11877	-					pstB		B5P37_RS00090	849		old_locus_tag=B5P37_00090
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	11029	11877	-	WP_085235920.1	WP_085235920.1		phosphate ABC transporter ATP-binding protein PstB	pstB		B5P37_RS00090	849	282	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	11918	12793	-					pstA		B5P37_RS00095	876		old_locus_tag=B5P37_00095
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	11918	12793	-	WP_085235922.1	WP_085235922.1		phosphate ABC transporter permease PstA	pstA		B5P37_RS00095	876	291	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	12797	13723	-					pstC		B5P37_RS00100	927		old_locus_tag=B5P37_00100
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	12797	13723	-	WP_085235924.1	WP_085235924.1		phosphate ABC transporter permease subunit PstC	pstC		B5P37_RS00100	927	308	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	13841	14803	-							B5P37_RS00105	963		old_locus_tag=B5P37_00105
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	13841	14803	-	WP_085235926.1	WP_085235926.1		PstS family phosphate ABC transporter substrate-binding protein			B5P37_RS00105	963	320	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	15043	17082	-							B5P37_RS00110	2040		old_locus_tag=B5P37_00110
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	15043	17082	-	WP_085235928.1	WP_085235928.1		penicillin-binding protein 2			B5P37_RS00110	2040	679	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	17294	17893	-							B5P37_RS00115	600		old_locus_tag=B5P37_00115
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	17294	17893	-	WP_085235930.1	WP_085235930.1		superoxide dismutase			B5P37_RS00115	600	199	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	18321	19424	+					ispG		B5P37_RS00120	1104		old_locus_tag=B5P37_00120
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	18321	19424	+	WP_206168702.1	WP_206168702.1		flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG		B5P37_RS00120	1104	367	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	19619	20041	-							B5P37_RS00125	423		old_locus_tag=B5P37_00125
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	19619	20041	-	WP_085235934.1	WP_085235934.1		transcriptional repressor			B5P37_RS00125	423	140	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	20004	20891	-							B5P37_RS00130	888		old_locus_tag=B5P37_00130
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	20004	20891	-	WP_085235936.1	WP_085235936.1		metal ABC transporter permease			B5P37_RS00130	888	295	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	20884	21657	-							B5P37_RS00135	774		old_locus_tag=B5P37_00135
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	20884	21657	-	WP_085235938.1	WP_085235938.1		metal ABC transporter ATP-binding protein			B5P37_RS00135	774	257	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	21863	22759	-							B5P37_RS00140	897		old_locus_tag=B5P37_00140
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	21863	22759	-	WP_085235940.1	WP_085235940.1		deoxyribonuclease IV			B5P37_RS00140	897	298	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	22782	24116	-							B5P37_RS00145	1335		old_locus_tag=B5P37_00145
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	22782	24116	-	WP_085235942.1	WP_085235942.1		DEAD/DEAH box helicase			B5P37_RS00145	1335	444	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	24300	25268	+							B5P37_RS00150	969		old_locus_tag=B5P37_00150
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	24300	25268	+	WP_085235944.1	WP_085235944.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase			B5P37_RS00150	969	322	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	25373	26473	-							B5P37_RS00155	1101		old_locus_tag=B5P37_00155
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	25373	26473	-	WP_085235946.1	WP_085235946.1		Nif3-like dinuclear metal center hexameric protein			B5P37_RS00155	1101	366	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	26470	27147	-							B5P37_RS00160	678		old_locus_tag=B5P37_00160
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	26470	27147	-	WP_085235948.1	WP_085235948.1		tRNA (adenine(22)-N(1))-methyltransferase TrmK			B5P37_RS00160	678	225	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	27226	28335	-					rpoD		B5P37_RS00165	1110		old_locus_tag=B5P37_00165
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	27226	28335	-	WP_085235950.1	WP_085235950.1		RNA polymerase sigma factor RpoD	rpoD		B5P37_RS00165	1110	369	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	28353	30143	-					dnaG		B5P37_RS00170	1791		old_locus_tag=B5P37_00170
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	28353	30143	-	WP_085235952.1	WP_085235952.1		DNA primase	dnaG		B5P37_RS00170	1791	596	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	30234	31052	-							B5P37_RS00175	819		old_locus_tag=B5P37_00175
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	30234	31052	-	WP_085235954.1	WP_085235954.1		kinase/pyrophosphorylase			B5P37_RS00175	819	272	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	31064	31642	-							B5P37_RS00180	579		old_locus_tag=B5P37_00180
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	31064	31642	-	WP_240622372.1	WP_240622372.1		helix-turn-helix transcriptional regulator			B5P37_RS00180	579	192	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	32144	33538	+							B5P37_RS00185	1395		old_locus_tag=B5P37_00185
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	32144	33538	+	WP_085235958.1	WP_085235958.1		glycine--tRNA ligase			B5P37_RS00185	1395	464	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	33876	34646	-					recO		B5P37_RS00190	771		old_locus_tag=B5P37_00190
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	33876	34646	-	WP_085235960.1	WP_085235960.1		DNA repair protein RecO	recO		B5P37_RS00190	771	256	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	34670	35566	-					era		B5P37_RS00195	897		old_locus_tag=B5P37_00195
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	34670	35566	-	WP_085235962.1	WP_085235962.1		GTPase Era	era		B5P37_RS00195	897	298	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	35559	35969	-					cdd		B5P37_RS00200	411		old_locus_tag=B5P37_00200
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	35559	35969	-	WP_085235964.1	WP_085235964.1		cytidine deaminase	cdd		B5P37_RS00200	411	136	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	35985	36329	-							B5P37_RS00205	345		old_locus_tag=B5P37_00205
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	35985	36329	-	WP_085235966.1	WP_085235966.1		diacylglycerol kinase family protein			B5P37_RS00205	345	114	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	36329	36793	-					ybeY		B5P37_RS00210	465		old_locus_tag=B5P37_00210
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	36329	36793	-	WP_085235968.1	WP_085235968.1		rRNA maturation RNase YbeY	ybeY		B5P37_RS00210	465	154	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	36797	37741	-							B5P37_RS00215	945		old_locus_tag=B5P37_00215
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	36797	37741	-	WP_085235971.1	WP_085235971.1		PhoH family protein			B5P37_RS00215	945	314	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	38080	38673	-							B5P37_RS00220	594		old_locus_tag=B5P37_00220
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	38080	38673	-	WP_085235973.1	WP_085235973.1		hypothetical protein			B5P37_RS00220	594	197	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	38692	39693	-					floA		B5P37_RS00225	1002		old_locus_tag=B5P37_00225
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	38692	39693	-	WP_085235975.1	WP_085235975.1		flotillin-like protein FloA	floA		B5P37_RS00225	1002	333	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	39708	40412	-							B5P37_RS00230	705		old_locus_tag=B5P37_00230
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	39708	40412	-	WP_085235978.1	WP_085235978.1		serine protease			B5P37_RS00230	705	234	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	40688	40864	-					rpsU		B5P37_RS00235	177		old_locus_tag=B5P37_00235
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	40688	40864	-	WP_002471046.1	WP_002471046.1		30S ribosomal protein S21	rpsU		B5P37_RS00235	177	58	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	41064	42416	-					mtaB		B5P37_RS00240	1353		old_locus_tag=B5P37_00240
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	41064	42416	-	WP_085235980.1	WP_085235980.1		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB		B5P37_RS00240	1353	450	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	42421	43173	-							B5P37_RS00245	753		old_locus_tag=B5P37_00245
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	42421	43173	-	WP_085235982.1	WP_085235982.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			B5P37_RS00245	753	250	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	43175	44107	-					prmA		B5P37_RS00250	933		old_locus_tag=B5P37_00250
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	43175	44107	-	WP_085235985.1	WP_085235985.1		50S ribosomal protein L11 methyltransferase	prmA		B5P37_RS00250	933	310	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	44111	45244	-					dnaJ		B5P37_RS00255	1134		old_locus_tag=B5P37_00255
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	44111	45244	-	WP_085235987.1	WP_085235987.1		molecular chaperone DnaJ	dnaJ		B5P37_RS00255	1134	377	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	45352	47181	-					dnaK		B5P37_RS00260	1830		old_locus_tag=B5P37_00260
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	45352	47181	-	WP_085235990.1	WP_085235990.1		molecular chaperone DnaK	dnaK		B5P37_RS00260	1830	609	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	47245	47850	-					grpE		B5P37_RS00265	606		old_locus_tag=B5P37_00265
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	47245	47850	-	WP_085235992.1	WP_085235992.1		nucleotide exchange factor GrpE	grpE		B5P37_RS00265	606	201	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	47893	48885	-					hrcA		B5P37_RS00270	993		old_locus_tag=B5P37_00270
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	47893	48885	-	WP_085235994.1	WP_085235994.1		heat-inducible transcriptional repressor HrcA	hrcA		B5P37_RS00270	993	330	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	48989	50110	-					hemW		B5P37_RS00275	1122		old_locus_tag=B5P37_00275
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	48989	50110	-	WP_085235997.1	WP_085235997.1		radical SAM family heme chaperone HemW	hemW		B5P37_RS00275	1122	373	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	50177	52000	-					lepA		B5P37_RS00280	1824		old_locus_tag=B5P37_00280
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	50177	52000	-	WP_085235999.1	WP_085235999.1		translation elongation factor 4	lepA		B5P37_RS00280	1824	607	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	52332	52580	+					rpsT		B5P37_RS00285	249		old_locus_tag=B5P37_00285
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	52332	52580	+	WP_085236001.1	WP_085236001.1		30S ribosomal protein S20	rpsT		B5P37_RS00285	249	82	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	52647	53621	-					holA		B5P37_RS00290	975		old_locus_tag=B5P37_00290
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	52647	53621	-	WP_085236003.1	WP_085236003.1		DNA polymerase III subunit delta	holA		B5P37_RS00290	975	324	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	53670	55907	-							B5P37_RS00295	2238		old_locus_tag=B5P37_00295
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	53670	55907	-	WP_085236004.1	WP_085236004.1		DNA internalization-related competence protein ComEC/Rec2			B5P37_RS00295	2238	745	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	55904	56368	-							B5P37_RS00300	465		old_locus_tag=B5P37_00300
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	55904	56368	-	WP_085236006.1	WP_085236006.1		ComE operon protein 2			B5P37_RS00300	465	154	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	56461	57123	-							B5P37_RS00305	663		old_locus_tag=B5P37_00305
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	56461	57123	-	WP_240622361.1	WP_240622361.1		helix-hairpin-helix domain-containing protein			B5P37_RS00305	663	220	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	57174	57899	-							B5P37_RS00310	726		old_locus_tag=B5P37_00310
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	57174	57899	-	WP_240622362.1	WP_240622362.1		methyltransferase domain-containing protein			B5P37_RS00310	726	241	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	57896	58252	-					rsfS		B5P37_RS00315	357		old_locus_tag=B5P37_00315
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	57896	58252	-	WP_085236008.1	WP_085236008.1		ribosome silencing factor	rsfS		B5P37_RS00315	357	118	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	58253	58837	-					yqeK		B5P37_RS00320	585		old_locus_tag=B5P37_00320
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	58253	58837	-	WP_085236009.1	WP_085236009.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK		B5P37_RS00320	585	194	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	58815	59396	-					nadD		B5P37_RS00325	582		old_locus_tag=B5P37_00325
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	58815	59396	-	WP_085236010.1	WP_085236010.1		nicotinate (nicotinamide) nucleotide adenylyltransferase	nadD		B5P37_RS00325	582	193	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	59398	59691	-					yhbY		B5P37_RS00330	294		old_locus_tag=B5P37_00330
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	59398	59691	-	WP_085236011.1	WP_085236011.1		ribosome assembly RNA-binding protein YhbY	yhbY		B5P37_RS00330	294	97	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	59702	60505	-					aroE		B5P37_RS00335	804		old_locus_tag=B5P37_00335
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	59702	60505	-	WP_085236012.1	WP_085236012.1		shikimate dehydrogenase	aroE		B5P37_RS00335	804	267	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	60518	61618	-					yqeH		B5P37_RS00340	1101		old_locus_tag=B5P37_00340
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	60518	61618	-	WP_085236013.1	WP_085236013.1		ribosome biogenesis GTPase YqeH	yqeH		B5P37_RS00340	1101	366	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	61619	62146	-							B5P37_RS00345	528		old_locus_tag=B5P37_00345
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	61619	62146	-	WP_085236014.1	WP_085236014.1		YqeG family HAD IIIA-type phosphatase			B5P37_RS00345	528	175	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	62219	62905	-							B5P37_RS00350	687		old_locus_tag=B5P37_00350
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	62219	62905	-	WP_085236015.1	WP_085236015.1		5'-methylthioadenosine/adenosylhomocysteine nucleosidase			B5P37_RS00350	687	228	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	63258	64496	-							B5P37_RS00355	1239		old_locus_tag=B5P37_00355
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	63258	64496	-	WP_085236016.1	WP_085236016.1		divalent metal cation transporter			B5P37_RS00355	1239	412	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	64500	65258	-					pxpA		B5P37_RS00360	759		old_locus_tag=B5P37_00360
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	64500	65258	-	WP_085236017.1	WP_085236017.1		5-oxoprolinase subunit PxpA	pxpA		B5P37_RS00360	759	252	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	65248	66618	-							B5P37_RS00365	1371		old_locus_tag=B5P37_00365
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	65248	66618	-	WP_085236019.1	WP_085236019.1		acetyl-CoA carboxylase biotin carboxylase subunit			B5P37_RS00365	1371	456	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	66635	67081	-							B5P37_RS00370	447		old_locus_tag=B5P37_00370
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	66635	67081	-	WP_085236021.1	WP_085236021.1		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit			B5P37_RS00370	447	148	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	67072	68097	-							B5P37_RS00375	1026		old_locus_tag=B5P37_00375
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	67072	68097	-	WP_085236023.1	WP_085236023.1		biotin-dependent carboxyltransferase family protein			B5P37_RS00375	1026	341	
gene	protein_coding	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	68087	68821	-					pxpB		B5P37_RS00380	735		old_locus_tag=B5P37_00380
CDS	with_protein	GCF_002101335.1	Primary Assembly	chromosome		NZ_CP020773.1	68087	68821	-	WP_085236025.1	WP_085236025.1		5-oxoprolinase subunit PxpB	pxpB		B5P37_RS00380	735	244	
