# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	5010	6932	+	SNV98063.1			DNA gyrase subunit B	gyrB		SAMEA4412661_00006	1923	640	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	6969	9566	+					gyrA		SAMEA4412661_00007	2598		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	6969	9566	+	SNV98068.1			DNA gyrase subunit A	gyrA		SAMEA4412661_00007	2598	865	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	9627	10439	-					nnrD		SAMEA4412661_00008	813		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	9627	10439	-	SNV98079.1			carbohydrate kinase family protein	nnrD		SAMEA4412661_00008	813	270	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	10653	12170	+					hutH		SAMEA4412661_00009	1518		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	10653	12170	+	SNV98087.1			histidine ammonia-lyase	hutH		SAMEA4412661_00009	1518	505	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	12481	13761	+					serS		SAMEA4412661_00011	1281		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	12481	13761	+	SNV98095.1			seryl-tRNA synthetase	serS		SAMEA4412661_00011	1281	426	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	14031	14723	+					ygaZ		SAMEA4412661_00012	693		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	14031	14723	+	SNV98100.1			branched-chain amino acid permease	ygaZ		SAMEA4412661_00012	693	230	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	14720	15049	+							SAMEA4412661_00013	330		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	14720	15049	+	SNV98108.1			branched-chain amino acid transport family protein			SAMEA4412661_00013	330	109	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	15278	16243	+					metX		SAMEA4412661_00015	966		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	15278	16243	+	SNV98114.1			homoserine O-acetyltransferase	metX		SAMEA4412661_00015	966	321	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	16452	17357	+							SAMEA4412661_00016	906		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	16452	17357	+	SNV98123.1			membrane protein			SAMEA4412661_00016	906	301	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	17369	19336	+					nrnA_1		SAMEA4412661_00017	1968		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	17369	19336	+	SNV98133.1			DHH subfamily phosphodiesterase	nrnA_1		SAMEA4412661_00017	1968	655	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	19333	19779	+					rplI		SAMEA4412661_00018	447		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	19333	19779	+	SNV98140.1			50S ribosomal protein L9	rplI		SAMEA4412661_00018	447	148	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	19889	21289	+					dnaB_1		SAMEA4412661_00019	1401		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	19889	21289	+	SNV98146.1			replicative DNA helicase	dnaB_1		SAMEA4412661_00019	1401	466	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	21575	22861	+					purA		SAMEA4412661_00020	1287		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	21575	22861	+	SNV98153.1			adenylosuccinate synthetase	purA		SAMEA4412661_00020	1287	428	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	23020	23913	-							SAMEA4412661_00021	894		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	23020	23913	-	SNV98170.1			membrane protein			SAMEA4412661_00021	894	297	
gene	tRNA	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	24020	24094	+							SAMEA4412661_00022	75		
tRNA		GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	24020	24094	+				tRNA-Glu			SAMEA4412661_00022	75		
gene	tRNA	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	24101	24175	+							SAMEA4412661_00023	75		
tRNA		GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	24101	24175	+				tRNA-Asp			SAMEA4412661_00023	75		
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	24426	24980	-							SAMEA4412661_00024	555		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	24426	24980	-	SNV98179.1			division inhibitor protein			SAMEA4412661_00024	555	184	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	25031	26050	+							SAMEA4412661_00025	1020		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	25031	26050	+	SNV98185.1			alcohol dehydrogenase			SAMEA4412661_00025	1020	339	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	26300	27001	+					vicR		SAMEA4412661_00026	702		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	26300	27001	+	SNV98192.1			Two-component response regulator	vicR		SAMEA4412661_00026	702	233	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	27017	28849	+					vicS		SAMEA4412661_00027	1833		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	27017	28849	+	SNV98198.1			two-component sensor histidine kinase VicS	vicS		SAMEA4412661_00027	1833	610	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	28827	30176	+					yycH		SAMEA4412661_00028	1350		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	28827	30176	+	SNV98204.1			YycH protein	yycH		SAMEA4412661_00028	1350	449	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	30173	30955	+					yycI		SAMEA4412661_00029	783		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	30173	30955	+	SNV98211.1			yycH family protein	yycI		SAMEA4412661_00029	783	260	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	30978	31760	+							SAMEA4412661_00030	783		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	30978	31760	+	SNV98216.1			metallo-beta-lactamase superfamily protein			SAMEA4412661_00030	783	260	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	32101	32580	+					orfX		SAMEA4412661_00031	480		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	32101	32580	+	SNV98224.1			LSU m3Psi1915 methyltransferase RlmH	orfX		SAMEA4412661_00031	480	159	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	33565	33882	+					immR		SAMEA4412661_00032	318		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	33565	33882	+	SNV98229.1			putative DNA binding protein	immR		SAMEA4412661_00032	318	105	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	33920	34762	+							SAMEA4412661_00033	843		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	33920	34762	+	SNV98234.1			CAAX amino terminal protease family protein			SAMEA4412661_00033	843	280	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	34805	36376	-					yheS_1		SAMEA4412661_00034	1572		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	34805	36376	-	SNV98240.1			ABC transporter ATP-binding protein	yheS_1		SAMEA4412661_00034	1572	523	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	36800	37255	+					lytR_1		SAMEA4412661_00035	456		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	36800	37255	+	SNV98252.1			two-component response regulator, LytR	lytR_1		SAMEA4412661_00035	456	151	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	37268	37657	+							SAMEA4412661_00036	390		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	37268	37657	+	SNV98257.1			Protein of uncharacterised function (DUF3021)			SAMEA4412661_00036	390	129	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	39641	40690	+							SAMEA4412661_00040	1050		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	39641	40690	+	SNV98264.1			ABC transporter permease			SAMEA4412661_00040	1050	349	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	40708	41376	+					lolD_1		SAMEA4412661_00041	669		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	40708	41376	+	SNV98271.1			ABC transporter ATPase	lolD_1		SAMEA4412661_00041	669	222	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	41434	41634	+							SAMEA4412661_00042	201		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	41434	41634	+	SNV98275.1			putative DNA binding protein			SAMEA4412661_00042	201	66	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	41784	42299	+							SAMEA4412661_00043	516		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	41784	42299	+	SNV98280.1			YceI-like domain-containing protein			SAMEA4412661_00043	516	171	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	42390	43211	-							SAMEA4412661_00044	822		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	42390	43211	-	SNV98286.1			HAD superfamily hydrolase			SAMEA4412661_00044	822	273	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	43415	44851	-					bglA		SAMEA4412661_00045	1437		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	43415	44851	-	SNV98292.1			6-phospho-beta-glucosidase	bglA		SAMEA4412661_00045	1437	478	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	44988	45692	+					yydK		SAMEA4412661_00046	705		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	44988	45692	+	SNV98297.1			GntR family transcriptional regulator	yydK		SAMEA4412661_00046	705	234	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	45788	46729	+							SAMEA4412661_00047	942		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	45788	46729	+	SNV98303.1			lipoprotein			SAMEA4412661_00047	942	313	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	46894	47781	+							SAMEA4412661_00048	888		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	46894	47781	+	SNV98309.1			lipoprotein			SAMEA4412661_00048	888	295	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	47803	48504	+							SAMEA4412661_00049	702		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	47803	48504	+	SNV98314.1			Predicted membrane protein			SAMEA4412661_00049	702	233	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	48803	49741	-							SAMEA4412661_00050	939		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	48803	49741	-	SNV98320.1			putative restriction endonuclease			SAMEA4412661_00050	939	312	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	49752	49964	-							SAMEA4412661_00051	213		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	49752	49964	-	SNV98327.1			Helix-turn-helix			SAMEA4412661_00051	213	70	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	50037	51836	+							SAMEA4412661_00052	1800		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	50037	51836	+	SNV98333.1			putative DNA methyltransferase			SAMEA4412661_00052	1800	599	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	51864	51953	+							SAMEA4412661_00053	90		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	51864	51953	+	SNV98340.1			Uncharacterised protein			SAMEA4412661_00053	90	29	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	52019	53056	-							SAMEA4412661_00054	1038		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	52019	53056	-	SNV98346.1			LD-carboxypeptidase family protein			SAMEA4412661_00054	1038	345	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	53143	53301	-							SAMEA4412661_00055	159		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	53143	53301	-	SNV98351.1			Uncharacterised protein			SAMEA4412661_00055	159	52	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	53408	53716	+							SAMEA4412661_00056	309		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	53408	53716	+	SNV98359.1			MazG-like family			SAMEA4412661_00056	309	102	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	54169	54852	+							SAMEA4412661_00057	684		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	54169	54852	+	SNV98364.1			putative transcriptional regulator			SAMEA4412661_00057	684	227	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	54981	55598	+							SAMEA4412661_00058	618		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	54981	55598	+	SNV98369.1			Uncharacterised protein			SAMEA4412661_00058	618	205	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	55591	56175	+							SAMEA4412661_00059	585		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	55591	56175	+	SNV98377.1			Uncharacterised protein			SAMEA4412661_00059	585	194	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	56294	57334	+							SAMEA4412661_00060	1041		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	56294	57334	+	SNV98382.1			membrane protein			SAMEA4412661_00060	1041	346	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	57766	58572	-							SAMEA4412661_00061	807		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	57766	58572	-	SNV98387.1			Uncharacterised protein			SAMEA4412661_00061	807	268	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	58785	59312	+							SAMEA4412661_00062	528		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	58785	59312	+	SNV98394.1			Uncharacterised protein			SAMEA4412661_00062	528	175	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	59804	60004	+							SAMEA4412661_00063	201		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	59804	60004	+	SNV98400.1			Uncharacterised protein			SAMEA4412661_00063	201	66	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	60055	61443	-					xylE		SAMEA4412661_00064	1389		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	60055	61443	-	SNV98405.1			major facilitator superfamily transporter, sugar porter family	xylE		SAMEA4412661_00064	1389	462	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	61461	62951	-					xylB		SAMEA4412661_00065	1491		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	61461	62951	-	SNV98411.1			gluconokinase	xylB		SAMEA4412661_00065	1491	496	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	62957	64279	-					xylA		SAMEA4412661_00066	1323		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	62957	64279	-	SNV98418.1			Xylose isomerase	xylA		SAMEA4412661_00066	1323	440	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	64400	65545	-					xylR		SAMEA4412661_00067	1146		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	64400	65545	-	SNV98424.1			Xylose repressor	xylR		SAMEA4412661_00067	1146	381	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	65902	66852	+							SAMEA4412661_00068	951		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	65902	66852	+	SNV98429.1			lipoprotein			SAMEA4412661_00068	951	316	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	67294	68082	+							SAMEA4412661_00069	789		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	67294	68082	+	SNV98434.1			Uncharacterised protein			SAMEA4412661_00069	789	262	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	68321	69313	+							SAMEA4412661_00070	993		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	68321	69313	+	SNV98442.1			lipoprotein			SAMEA4412661_00070	993	330	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	69552	70076	-							SAMEA4412661_00071	525		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	69552	70076	-	SNV98448.1			Uncharacterised protein			SAMEA4412661_00071	525	174	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	70343	70492	+							SAMEA4412661_00072	150		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	70343	70492	+	SNV98453.1			Uncharacterised protein			SAMEA4412661_00072	150	49	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	71352	72089	+					treR_1		SAMEA4412661_00073	738		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	71352	72089	+	SNV98459.1			GntR family transcriptional regulator	treR_1		SAMEA4412661_00073	738	245	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	72330	73037	+					deoD_1		SAMEA4412661_00074	708		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	72330	73037	+	SNV98465.1			Purine nucleoside phosphorylase	deoD_1		SAMEA4412661_00074	708	235	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	73050	74405	+					norB_1		SAMEA4412661_00075	1356		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	73050	74405	+	SNV98471.1			Permease	norB_1		SAMEA4412661_00075	1356	451	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	74419	75081	+					deoC_1		SAMEA4412661_00076	663		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	74419	75081	+	SNV98478.1			deoxyribose-phosphate aldolase	deoC_1		SAMEA4412661_00076	663	220	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	75110	76288	+					deoB_1		SAMEA4412661_00077	1179		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	75110	76288	+	SNV98485.1			phosphopentomutase	deoB_1		SAMEA4412661_00077	1179	392	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	76335	77069	-					cobB		SAMEA4412661_00078	735		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	76335	77069	-	SNV98490.1			NAD-dependent deacetylase	cobB		SAMEA4412661_00078	735	244	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	80247	85289	-							SAMEA4412661_00079	5043		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	80247	85289	-	SNV98498.1			Uncharacterised protein			SAMEA4412661_00079	5043	1680	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	85633	86856	+					secY2_1		SAMEA4412661_00080	1224		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	85633	86856	+	SNV98504.1			accessory Sec system translocase SecY2	secY2_1		SAMEA4412661_00080	1224	407	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	86867	88408	+					asp1_1		SAMEA4412661_00081	1542		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	86867	88408	+	SNV98510.1			accessory Sec system protein Asp1	asp1_1		SAMEA4412661_00081	1542	513	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	88398	89936	+					asp2_1		SAMEA4412661_00082	1539		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	88398	89936	+	SNV98515.1			accessory Sec system asp2	asp2_1		SAMEA4412661_00082	1539	512	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	89938	90807	+					asp3_1		SAMEA4412661_00083	870		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	89938	90807	+	SNV98521.1			accessory Sec system protein Asp3	asp3_1		SAMEA4412661_00083	870	289	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	90804	93194	+					secA2		SAMEA4412661_00084	2391		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	90804	93194	+	SNV98526.1			accessory Sec system translocase SecA2	secA2		SAMEA4412661_00084	2391	796	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	93211	94719	+					gtfA1_1		SAMEA4412661_00085	1509		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	93211	94719	+	SNV98531.1			accessory Sec system glycosylation protein GtfA	gtfA1_1		SAMEA4412661_00085	1509	502	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	94712	96055	+					gtfB_1		SAMEA4412661_00086	1344		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	94712	96055	+	SNV98537.1			accessory Sec system glycosyltransferase GtfB	gtfB_1		SAMEA4412661_00086	1344	447	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	96115	97098	-							SAMEA4412661_00087	984		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	96115	97098	-	SNV98544.1			putative dienelactone hydrolase			SAMEA4412661_00087	984	327	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	97110	97679	-							SAMEA4412661_00088	570		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	97110	97679	-	SNV98550.1			maltose O-acetyltransferase			SAMEA4412661_00088	570	189	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	97797	98678	+					gltC		SAMEA4412661_00089	882		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	97797	98678	+	SNV98555.1			transcriptional regulator	gltC		SAMEA4412661_00089	882	293	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	101177	106423	-							SAMEA4412661_00090	5247		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	101177	106423	-	SNV98561.1			Uncharacterised protein			SAMEA4412661_00090	5247	1748	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	106795	108018	+					secY2_2		SAMEA4412661_00091	1224		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	106795	108018	+	SNV98568.1			Preprotein translocase SecY2 subunit	secY2_2		SAMEA4412661_00091	1224	407	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	108029	109588	+					asp1_2		SAMEA4412661_00092	1560		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	108029	109588	+	SNV98573.1			accessory Sec system protein Asp1	asp1_2		SAMEA4412661_00092	1560	519	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	109572	111110	+					asp2_2		SAMEA4412661_00093	1539		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	109572	111110	+	SNV98578.1			accessory Sec system asp2	asp2_2		SAMEA4412661_00093	1539	512	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	111100	111999	+					asp3_2		SAMEA4412661_00094	900		
